,emotion,quotes
379,religion,"Gods prefer simple, vicious games, where you Do Not Achieve Transcendence but Go Straight To Oblivion; a key to the understanding of all religion is that a god's idea of amusement is Snakes and Ladders with greased rungs."
380,religion,"The word 'God' is for me nothing more than the expression and product of human weaknesses, the Bible a collection of honorable, but still primitive legends which are nevertheless pretty childish. No interpretation, no matter how subtle, can (for me) change this."
381,religion,"I consider it an extremely dangerous doctrine, because the more likely we are to assume that the solution comes from the outside, the less likely we are to solve our problems ourselves."
382,religion,"In every age it has been the tyrant, the oppressor and the exploiter who has wrapped himself in the cloak of patriotism, or religion, or both to deceive and overawe the People."
383,religion,"Hindus, in their capacity for love, are indeed hairless Christians, just as Muslims, in the way they see God in everything, are bearded Hindus, and Christians, in their devotion to God, are hat wearing Muslims."
384,religion,"Governments want efficient technicians, not human beings, because human beings become dangerous to governments – and to organized religions as well. That is why governments and religious organizations seek to control education."
385,religion,All religions are true but none are literal.
386,religion,"Generally speaking, the errors in religion are dangerous; those in philosophy only ridiculous."
387,religion,Aim at Heaven and you will get Earth 'thrown in': aim at Earth and you will get neither.
388,religion,"All religions, arts and sciences are branches of the same tree. All these aspirations are directed toward ennobling man's life, lifting it from the sphere of mere physical existence and leading the individual towards freedom."
389,religion,"Words do not express thoughts very well; every thing immediately becomes a little different, a little distorted, a little foolish. And yet it also pleases me and seems right that what is of value and wisdom of one man seems nonsense to another."
390,religion,I have as much authority as the Pope. I just don’t have as many people who believe it.
391,religion,The most confused you will ever get is when you try to convince your heart and spirit of something your mind knows is a lie.
392,religion,"I suppose that one reason I have always detested religion is its sly tendency to insinuate the idea that the universe is designed with 'you' in mind or, even worse, that there is a divine plan into which one fits whether one knows it or not. This kind of modesty is too arrogant for me."
393,religion,I have so much to do that I shall spend the first three hours in prayer.
394,religion,"I assess the power of a will by how much resistance, pain, torture it endures and knows how to turn to its advantage"
395,religion,"Almost any sect, cult, or religion will legislate its creed into law if it acquires the political power to do so."
396,religion,I would never want to be a member of a group whose symbol was a man nailed to two pieces of wood.
397,religion,"There are random moments - tossing a salad, coming up the driveway to the house, ironing the seams flat on a quilt square, standing at the kitchen window and looking out at the delphiniums, hearing a burst of laughter from one of my children's rooms - when I feel a wavelike rush of joy. This is my true religion: arbitrary moments of of nearly painful happiness for a life I feel privileged to lead."
398,religion,Do not abandon yourselves to despair. We are the Easter people and hallelujah is our song.
399,religion,I believe in the fundamental truth of all great religions of the world.
400,religion,"Tradition means giving votes to the most obscure of all classes, our ancestors. It is the democracy of the dead. Tradition refuses to submit to the small and arrogant oligarchy of those who merely happen to be walking about."
401,religion,"Half the people in the world think that the metaphors of their religious traditions, for example, are facts. And the other half contends that they are not facts at all. As a result we have people who consider themselves believers because they accept metaphors as facts, and we have others who classify themselves as atheists because they think religious metaphors are lies."
402,religion,"Conventionality is not morality. Self-righteousness is not religion. To attack the first is not to assail the last. To pluck the mask from the face of the Pharisee, is not to lift an impious hand to the Crown of Thorns.These things and deeds are diametrically opposed: they are as distinct as is vice from virtue. Men too often confound them: they should not be confounded: appearance should not be mistaken for truth; narrow human doctrines, that only tend to elate and magnify a few, should not be substituted for the world-redeeming creed of Christ. There is – I repeat it – a difference; and it is a good, and not a bad action to mark broadly and clearly the line of separation between them."
403,religion,"To be fair, much of the Bible is not systematically evil but just plain weird, as you would expect of a chaotically cobbled-together anthology of disjointed documents, composed, revised, translated, distorted and 'improved' by hundreds of anonymous authors, editors and copyists, unknown to us and mostly unknown to each other, spanning nine centuries"
404,religion,"Oh, Adam’s sons, how cleverly you defend yourselves against all that might do you good!"
405,religion,"Religion isn't the cause of wars, it's the excuse."
406,religion,The minute you get a religion you stop thinking. Believe in one thing too much and you have no room for new ideas.
407,religion,We should live our lives as though Christ was coming this afternoon.
408,religion,"To live by grace means to acknowledge my whole life story, the light side and the dark. In admitting my shadow side I learn who I am and what God's grace means."
409,religion,"I have found God, but he is insufficient."
410,religion,"I think the reason we sometimes have the false sense that God is so far away is because that is where we have put him. We have kept him at a distance, and then when we are in need and call on him in prayer, we wonder where he is. He is exactly where we left him."
411,religion,"The fact that a believer is happier than a skeptic is no more to the point than the fact that a drunken man is happier than a sober one. The happiness of credulity is a cheap and dangerous quality of happiness, and by no means a necessity of life."
412,religion,"I came to the conclusion long ago that all religions were true and that also that all had some error in them, and while I hold by my own religion, I should hold other religions as dear as Hinduism. So we can only pray, if we were Hindus, not that a Christian should become a Hindu; but our innermost prayer should be that a Hindu should become a better Hindu, a Muslim a better Muslim, and a Christian a better Christian."
413,religion,"When we blindly adopt a religion, a political system, a literary dogma, we become automatons."
414,religion,"Religion is still useful among the herd - that it helps their orderly conduct as nothing else could. The crude human animal is in-eradicably superstitious, and there is every biological reason why they should be. Take away his Christian god and saints, and he will worship something else..."
415,religion,There's a big difference between kneeling down and bending over.
416,religion,"The Savage interrupted him. ""But isn't it natural to feel there's a God?"" ""You might as well ask if it's natural to do up one's trousers with zippers,"" said the Controller sarcastically. ""You remind me of another of those old fellows called Bradley. He defined philosophy as the finding of bad reason for what one believes by instinct. As if one believed anything by instinct! One believes things because one has been conditioned to believe them. Finding bad reasons for what one believes for other bad reasons–that's philosophy. People believe in God because they've been conditioned to."
417,religion,"When people ask me if a god created the universe, I tell them that the question itself makes no sense. Time didn’t exist before the big bang, so there is no time for god to make the universe in. It’s like asking directions to the edge of the earth; The Earth is a sphere; it doesn’t have an edge; so looking for it is a futile exercise. We are each free to believe what we want, and it’s my view that the simplest explanation is; there is no god. No one created our universe,and no one directs our fate. This leads me to a profound realization; There is probably no heaven, and no afterlife either. We have this one life to appreciate the grand design of the universe, and for that I am extremely grateful."
418,religion,A preoccupation with the next world clearly shows an inability to cope credibly with this one.
419,religion,"To see and feel one's beloved naked for the first time is one of life's pure, irreducible epiphanies. If there is a true religion in the universe, it must include that truth of contact or be forever hollow. To make love to the one true person who deserves that love is one of the few absolute rewards of being a human being, balancing all of the pain, loss, awkwardness, loneliness, idiocy, compromise, and clumsiness that go with the human condition. To make love to the right person makes up for a lot of mistakes."
420,philosophy,Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
421,philosophy,Be the change that you wish to see in the world.
422,philosophy,"Without music, life would be a mistake."
423,philosophy,"The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference."
424,philosophy,Go to heaven for the climate and hell for the company.
425,philosophy,A day without laughter is a day wasted.
426,philosophy,Have you ever noticed how ‘What the hell’ is always the right decision to make?
427,philosophy,How wonderful it is that nobody need wait a single moment before starting to improve the world.
428,philosophy,"Never doubt that a small group of thoughtful, committed, citizens can change the world. Indeed, it is the only thing that ever has."
429,philosophy,You talk when you cease to be at peace with your thoughts.
430,philosophy,May you live every day of your life.
431,philosophy,Man is the only creature who refuses to be what he is.
432,philosophy,"We have to dare to be ourselves, however frightening or strange that self may prove to be."
433,philosophy,"One, remember to look up at the stars and not down at your feet. Two, never give up work. Work gives you meaning and purpose and life is empty without it. Three, if you are lucky enough to find love, remember it is there and don't throw it away."
434,philosophy,"If a cluttered desk is a sign of a cluttered mind, of what, then, is an empty desk a sign?"
435,philosophy,"It is hard enough to remember my opinions, without also remembering my reasons for them!"
436,philosophy,"There is nothing either good or bad, but thinking makes it so."
437,philosophy,Never let your sense of morals prevent you from doing what is right.
438,philosophy,"A human being is a part of the whole called by us universe, a part limited in time and space. He experiences himself, his thoughts and feeling as something separated from the rest, a kind of optical delusion of his consciousness. This delusion is a kind of prison for us, restricting us to our personal desires and to affection for a few persons nearest to us. Our task must be to free ourselves from this prison by widening our circle of compassion to embrace all living creatures and the whole of nature in its beauty."
439,philosophy,Wise men speak because they have something to say; fools because they have to say something.
440,philosophy,You do not write your life with words...You write it with actions. What you think is not important. It is only important what you do.
441,philosophy,"Simplicity, patience, compassion.These three are your greatest treasures.Simple in actions and thoughts, you return to the source of being.Patient with both friends and enemies,you accord with the way things are.Compassionate toward yourself,you reconcile all beings in the world."
442,philosophy,Trust yourself. You know more than you think you do.
443,philosophy,"Without deviation from the norm, progress is not possible."
444,philosophy,"Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!"
445,philosophy,"There may be times when we are powerless to prevent injustice, but there must never be a time when we fail to protest."
446,philosophy,"Do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric."
447,philosophy,"Fantasy is escapist, and that is its glory. If a soldier is imprisioned by the enemy, don't we consider it his duty to escape?. . .If we value the freedom of mind and soul, if we're partisans of liberty, then it's our plain duty to escape, and to take as many people with us as we can!"
448,philosophy,The most beautiful experience we can have is the mysterious. It is the fundamental emotion that stands at the cradle of true art and true science.
449,philosophy,"A woman has to live her life, or live to repent not having lived it."
450,philosophy,We are all atheists about most of the gods that humanity has ever believed in. Some of us just go one god further.
451,philosophy,"I was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life."
452,philosophy,"You're not to be so blind with patriotism that you can't face reality. Wrong is wrong, no matter who does it or says it."
453,philosophy,"If you ever find yourself in the wrong story, leave."
454,philosophy,Time is an illusion. Lunchtime doubly so.
455,philosophy,The past has no power over the present moment.
456,philosophy,"When we are tired, we are attacked by ideas we conquered long ago."
457,philosophy,Maybe everyone can live beyond what they're capable of.
458,philosophy,"Let's think the unthinkable, let's do the undoable. Let us prepare to grapple with the ineffable itself, and see if we may not eff it after all."
459,philosophy,The reasonable man adapts himself to the world: the unreasonable one persists in trying to adapt the world to himself. Therefore all progress depends on the unreasonable man.
460,philosophy,A truth that's told with bad intentBeats all the lies you can invent.
461,philosophy,I cannot teach anybody anything. I can only make them think
462,philosophy,Those who know do not speak. Those who speak do not know.
463,philosophy,We are addicted to our thoughts. We cannot change anything if we cannot change our thinking.
464,philosophy,"Happiness can be found, even in the darkest of times, if one only remembers to turn on the light."
465,philosophy,The price good men pay for indifference to public affairs is to be ruled by evil men.
466,philosophy,You only live twice:Once when you are bornAnd once when you look death in the face
467,philosophy,"Heard melodies are sweet, but those unheard, are sweeter"
468,philosophy,A paranoid is someone who knows a little of what's going on. 
469,philosophy,"For me, I am driven by two main philosophies: know more today about the world than I knew yesterday and lessen the suffering of others. You'd be surprised how far that gets you."
470,philosophy,Science is not only compatible with spirituality; it is a profound source of spirituality.
471,philosophy,It is easy in the world to live after the world's opinion; it is easy in solitude to live after our own; but the great man is he who in the midst of the crowd keeps with perfect sweetness the independence of solitude.
472,philosophy,Music is ... A higher revelation than all Wisdom & Philosophy
473,philosophy,The easy confidence with which I know another man's religion is folly teaches me to suspect that my own is also.
474,philosophy,A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.
475,philosophy,"An intellectual? Yes. And never deny it. An intellectual is someone whose mind watches itself. I like this, because I am happy to be both halves, the watcher and the watched. ""Can they be brought together?"" This is a practical question. We must get down to it. ""I despise intelligence"" really means: ""I cannot bear my doubts."
476,philosophy,"Do not train a child to learn by force or harshness; but direct them to it by what amuses their minds, so that you may be better able to discover with accuracy the peculiar bent of the genius of each."
477,philosophy,"Like all magnificent things, it's very simple."
478,philosophy,"I must say a word about fear. It is life's only true opponent. Only fear can defeat life. It is a clever, treacherous adversary, how well I know. It has no decency, respects no law or convention, shows no mercy. It goes for your weakest spot, which it finds with unnerving ease. It begins in your mind, always ... so you must fight hard to express it. You must fight hard to shine the light of words upon it. Because if you don't, if your fear becomes a wordless darkness that you avoid, perhaps even manage to forget, you open yourself to further attacks of fear because you never truly fought the opponent who defeated you."
479,philosophy,Morality is simply the attitude we adopt towards people we personally dislike.
480,philosophy,"If you win, you need not have to explain...If you lose, you should not be there to explain!"
481,philosophy,"Tiger got to hunt, bird got to fly;Man got to sit and wonder 'why, why, why?'Tiger got to sleep, bird got to land;Man got to tell himself he understand."
482,philosophy,"Grown-ups never understand anything by themselves, and it is tiresome for children to be always and forever explaining things to them"
483,philosophy,"Life is really simple, but we insist on making it complicated."
484,philosophy,"It is not true that people stop pursuing dreams because they grow old, they grow old because they stop pursuing dreams."
485,philosophy,A serious and good philosophical work could be written consisting entirely of jokes.
486,philosophy,"Well, I must endure the presence of a few caterpillars if I wish to become acquainted with the butterflies."
487,philosophy,"Is it possible, in the final analysis, for one human being to achieve perfect understanding of another?We can invest enormous time and energy in serious efforts to know another person, but in the end, how close can we come to that person's essence? We convince ourselves that we know the other person well, but do we really know anything important about anyone?"
488,philosophy,"Let children read whatever they want and then talk about it with them. If parents and kids can talk together, we won't have as much censorship because we won't have as much fear."
489,philosophy,"Sometimes I lie awake at night and I ask, ""Is life a multiple choice test or is it a true or false test?"" ...Then a voice comes to me out of the dark and says, ""We hate to tell you this but life is a thousand word essay."
490,philosophy,The important thing is not to stop questioning. Curiosity has its own reason for existing.
491,philosophy,"Be like water making its way through cracks. Do not be assertive, but adjust to the object, and you shall find a way around or through it. If nothing within you stays rigid, outward things will disclose themselves. Empty your mind, be formless. Shapeless, like water. If you put water into a cup, it becomes the cup. You put water into a bottle and it becomes the bottle. You put it in a teapot, it becomes the teapot. Now, water can flow or it can crash. Be water, my friend."
492,philosophy,"Nothing was ever in tune. People just blindly grabbed at whatever there was: communism, health foods, zen, surfing, ballet, hypnotism, group encounters, orgies, biking, herbs, Catholicism, weight-lifting, travel, withdrawal, vegetarianism, India, painting, writing, sculpting, composing, conducting, backpacking, yoga, copulating, gambling, drinking, hanging around, frozen yogurt, Beethoven, Back, Buddha, Christ, TM, H, carrot juice, suicide, handmade suits, jet travel, New York City, and then it all evaporated and fell apart. People had to find things to do while waiting to die. I guess it was nice to have a choice."
493,philosophy,"Be kind, for everyone you meet is fighting a hard battle."
494,philosophy,"I don’t know what’s worse: to not know what you are and be happy, or to become what you’ve always wanted to be, and feel alone."
495,philosophy,"It's not all bad. Heightened self-consciousness, apartness, an inability to join in, physical shame and self-loathing—they are not all bad. Those devils have been my angels. Without them I would never have disappeared into language, literature, the mind, laughter and all the mad intensities that made and unmade me."
496,philosophy,I would believe only in a God that knows how to dance.
497,philosophy,"The true man wants two things: danger and play. For that reason he wants woman, as the most dangerous plaything."
498,philosophy,The first duty of a man is to think for himself
499,philosophy,"Today a young man on acid realized that all matter is merely energy condensed to a slow vibration, that we are all one consciousness experiencing itself subjectively, there is no such thing as death, life is only a dream, and we are the imagination of ourselves. Heres Tom with the Weather."
500,philosophy,"If you're going to kick authority in the teeth, you might as well use two feet."
501,philosophy,The smallest minority on earth is the individual. Those who deny individual rights cannot claim to be defenders of minorities.
502,philosophy,"The day the power of love overrules the love of power, the world will know peace."
503,philosophy,"You didn't kill him. He would have killed you, but you didn't kill him.""""So? He was stupid. If I killed everyone who was stupid, I wouldn't have time to sleep."
504,philosophy,Man suffers only because he takes seriously what the gods made for fun.
505,philosophy,It is an ironic habit of human beings to run faster when they have lost their way.
506,philosophy,"Do not go gentle into that good night,Old age should burn and rave at close of day;Rage, rage against the dying of the light."
507,philosophy,Time is a game played beautifully by children.
508,philosophy,"If anyone tells you that a certain person speaks ill of you, do not make excuses about what is said of you but answer, ""He was ignorant of my other faults, else he would not have mentioned these alone."
509,philosophy,"I started my life with a single absolute: that the world was mine to shape in the image of my highest values and never to be given up to a lesser standard, no matter how long or hard the struggle."
510,philosophy,"Expect everything, I always say, and the unexpected never happens."
511,philosophy,"We have come from God, and inevitably the myths woven by us, though they contain error, will also reflect a splintered fragment of the true light, the eternal truth that is with God. Indeed only by myth-making, only by becoming 'sub-creator' and inventing stories, can Man aspire to the state of perfection that he knew before the Fall. Our myths may be misguided, but they steer however shakily towards the true harbour, while materialistic 'progress' leads only to a yawning abyss and the Iron Crown of the power of evil."
512,philosophy,"Those who educate children well are more to be honored than they who produce them; for these only gave them life, those the art of living well."
513,philosophy,"I shall look at you out of the corner of my eye, and you will say nothing. Words are the source of misunderstandings."
514,philosophy,The legitimate powers of government extend to such acts only as are injurious to others. It does me no injury for my neighbor to say there are twenty gods or no god. It neither picks my pocket nor breaks my leg.
515,philosophy,"The philosophers have only interpreted the world, in various ways. The point, however, is to change it.[These words are also inscribed upon his grave]"
516,philosophy,Perhaps home is not a place but simply an irrevocable condition.
517,philosophy,"Man is a mystery. It needs to be unravelled, and if you spend your whole life unravelling it, don't say that you've wasted time. I am studying that mystery because I want to be a human being."
518,philosophy,"One is not born, but rather becomes, a woman."
519,philosophy,I would never die for my beliefs because I might be wrong.
520,philosophy,"He suddenly recalled from Plato's Symposium: People were hermaphrodites until God split then in two, and now all the halves wander the world over seeking one another. Love is the longing for the half of ourselves we have lost."
521,philosophy,"Maybe each human being lives in a unique world, a private world different from those inhabited and experienced by all other humans. . . If reality differs from person to person, can we speak of reality singular, or shouldn't we really be talking about plural realities? And if there are plural realities, are some more true (more real) than others? What about the world of a schizophrenic? Maybe it's as real as our world. Maybe we cannot say that we are in touch with reality and he is not, but should instead say, His reality is so different from ours that he can't explain his to us, and we can't explain ours to him. The problem, then, is that if subjective worlds are experienced too differently, there occurs a breakdown in communication ... and there is the real illness."
522,philosophy,"A person who has not been completely alienated, who has remained sensitive and able to feel, who has not lost the sense of dignity, who is not yet ""for sale"", who can still suffer over the suffering of others, who has not acquired fully the having mode of existence - briefly, a person who has remained a person and not become a thing - cannot help feeling lonely, powerless, isolated in present-day society. He cannot help doubting himself and his own convictions, if not his sanity. He cannot help suffering, even though he can experience moments of joy and clarity that are absent in the life of his ""normal"" contemporaries. Not rarely will he suffer from neurosis that results from the situation of a sane man living in an insane society, rather than that of the more conventional neurosis of a sick man trying to adapt himself to a sick society. In the process of going further in his analysis, i.e. of growing to greater independence and productivity,his neurotic symptoms will cure themselves."
523,philosophy,"No! Try not. Do, or do not. There is no try."
524,philosophy,"I know that pain is the most important thing in the universes. Greater than survival, greater than love, greater even than the beauty it brings about. For without pain, there can be no pleasure. Without sadness, there can be no happiness. Without misery there can be no beauty. And without these, life is endless, hopeless, doomed and damned. Adult. You have become adult."
525,philosophy,"If you understand others you are smart.If you understand yourself you are illuminated.If you overcome others you are powerful.If you overcome yourself you have strength.If you know how to be satisfied you are rich.If you can act with vigor, you have a will.If you don't lose your objectives you can be long-lasting.If you die without loss, you are eternal."
526,philosophy,One of the penalties of refusing to participate in politics is that you end up being governed by your inferiors.
527,philosophy,"I have a friend who's an artist and has sometimes taken a view which I don't agree with very well. He'll hold up a flower and say ""look how beautiful it is,"" and I'll agree. Then he says ""I as an artist can see how beautiful this is but you as a scientist take this all apart and it becomes a dull thing,"" and I think that he's kind of nutty. First of all, the beauty that he sees is available to other people and to me too, I believe. Although I may not be quite as refined aesthetically as he is ... I can appreciate the beauty of a flower. At the same time, I see much more about the flower than he sees. I could imagine the cells in there, the complicated actions inside, which also have a beauty. I mean it's not just beauty at this dimension, at one centimeter; there's also beauty at smaller dimensions, the inner structure, also the processes. The fact that the colors in the flower evolved in order to attract insects to pollinate it is interesting; it means that insects can see the color. It adds a question: does this aesthetic sense also exist in the lower forms? Why is it aesthetic? All kinds of interesting questions which the science knowledge only adds to the excitement, the mystery and the awe of a flower. It only adds. I don't understand how it subtracts."
528,philosophy,"For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable – what then?"
529,philosophy,"Doubt as sin. — Christianity has done its utmost to close the circle and declared even doubt to be sin. One is supposed to be cast into belief without reason, by a miracle, and from then on to swim in it as in the brightest and least ambiguous of elements: even a glance towards land, even the thought that one perhaps exists for something else as well as swimming, even the slightest impulse of our amphibious nature — is sin! And notice that all this means that the foundation of belief and all reflection on its origin is likewise excluded as sinful. What is wanted are blindness and intoxication and an eternal song over the waves in which reason has drowned."
530,philosophy,"It does not matter how long you are spending on the earth, how much money you have gathered or how much attention you have received. It is the amount of positive vibration you have radiated in life that matters,"
531,philosophy,The most incomprehensible thing about the world is that it is at all comprehensible.
532,philosophy,The flame that burns Twice as bright burns half as long.
533,philosophy,The cosmos is within us. We are made of star-stuff. We are a way for the universe to know itself.
534,philosophy,"I shiver, thinking how easy it is to be totally wrong about people-to see one tiny part of them and confuse it for the whole, to see the cause and think it's the effect or vice versa"
535,philosophy,Things do not change; we change.
536,philosophy,Don't explain your philosophy. Embody it.
537,philosophy,The eye sees only what the mind is prepared to comprehend.
538,philosophy,"Man is always prey to his truths. Once he has admitted them, he cannot free himself from them."
539,philosophy,Wisest is she who knows she does not know.
540,philosophy,belief is the death of intelligence.
541,philosophy,People know what they do; frequently they know why they do what they do; but what they don't know is what what they do does.
542,philosophy,The first method for estimating the intelligence of a ruler is to look at the men he has around him.
543,philosophy,"What you are is God's gift to you, what you become is your gift to God."
544,philosophy,The journey is what brings us happiness not the destination.
545,philosophy,The best revenge is not to be like your enemy.
546,philosophy,"Non est ad astra mollis e terris via"" - ""There is no easy way from the earth to the stars"
547,philosophy,Some people talk in their sleep. Lecturers talk while other people sleep
548,philosophy,"I don't deserve a soul, yet I still have one. I know because it hurts."
549,philosophy,Happiness consists in frequent repetition of pleasure
550,philosophy,"You show me a capitalist, and I'll show you a bloodsucker"
551,philosophy,You are an aperture through which the universe is looking at and exploring itself.
552,philosophy,If it turns out that there is a God...the worst that you can say about him is that basically he's an underachiever.
553,philosophy,"It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished."
554,philosophy,"He died that day because his body had served its purpose. His soul had done what it came to do, learned what it came to learn, and then was free to leave."
555,philosophy,"No one should ever ask themselves that: why am I unhappy? The question carries within it the virus that will destroy everything. If we ask that question, it means we want to find out what makes us happy. If what makes us happy is different from what we have now, then we must either change once and for all or stay as we are, feeling even more unhappy."
556,philosophy,"Even if there is only one possible unified theory, it is just a set of rules and equations. What is it that breathes fire into the equations and makes a universe for them to describe? The usual approach of science of constructing a mathematical model cannot answer the questions of why there should be a universe for the model to describe. Why does the universe go to all the bother of existing?"
557,philosophy,"If you don't want a man unhappy politically, don't give him two sides to a question to worry him; give him one. Better yet, give him none. Let him forget there is such a thing as war. If the government is inefficient, top-heavy, and tax-mad, better it be all those than that people worry over it. Peace, Montag. Give the people contests they win by remembering the words to more popular songs or the names of state capitals or how much corn Iowa grew last year. Cram them full of noncombustible data, chock them so damned full of 'facts' they feel stuffed, but absolutely 'brilliant' with information. Then they'll feel they're thinking, they'll get a sense of motion without moving. And they'll be happy, because facts of that sort don't change."
558,philosophy,"The aim of art is to represent not the outward appearance of things, but their inward significance."
559,philosophy,I don't want to be a tree; I want to be its meaning.
560,philosophy,Cinema is the ultimate pervert art. It doesn't give you what you desire - it tells you how to desire.
561,philosophy,"Know thyself? If I knew myself, I'd run away."
562,philosophy,"Your pain is the breaking of the shell that encloses your understanding... And could you keep your heart in wonder at the daily miracles of your life, your pain would not seem less wondrous than your joy"
563,philosophy,"To lose a brother is to lose someone with whom you can share the experience of growing old, who is supposed to bring you a sister-in-law and nieces and nephews, creatures who people the tree of your life and give it new branches. To lose your father is to lose the one whose guidance and help you seek, who supports you like a tree trunk supports its branches. To lose your mother, well, that is like losing the sun above you. It is like losing--I'm sorry, I would rather not go on."
564,philosophy,"On the whole human beings want to be good, but not too good, and not quite all the time."
565,philosophy,Freedom in capitalist society always remains about the same as it was in ancient Greek republics: Freedom for slave owners.
566,philosophy,"Take it moment by moment, and you will find that we are all, as I’ve said before, bugs in amber."
567,philosophy,"It was as if that great rush of anger had washed me clean, emptied me of hope, and, gazing up at the dark sky spangled with its signs and stars, for the first time, the first, I laid my heart open to the benign indifference of the universe.To feel it so like myself, indeed, so brotherly, made me realize that I'd been happy, and that I was happy still. For all to be accomplished, for me to feel less lonely, all that remained to hope was that on the day of my execution there should be a huge crowd of spectators and that they should greet me with howls of execration."
568,philosophy,"Devotion to the truth is the hallmark of morality; there is no greater, nobler, more heroic form of devotion than the act of a man who assumes the responsibility of thinking."
569,philosophy,"The seed of suffering in you may be strong, but don't wait until you have no more suffering before allowing yourself to be happy."
570,philosophy,Every strike brings me closer to the next home run.
571,philosophy,"I don't know why we are here, but I'm pretty sure that it is not in order to enjoy ourselves."
572,philosophy,I was never aware of any other option but to question everything.
573,philosophy,There are no ordinary moments.
574,philosophy,"It may be important to great thinkers to examine the world, to explain and despise it. But I think it is only important to love the world, not to despise it, not for us to hate each other, but to be able to regard the world and ourselves and all beings with love, admiration and respect."
575,philosophy,"When another blames you or hates you, or people voice similar criticisms, go to their souls, penetrate inside and see what sort of people they are. You will realize that there is no need to be racked with anxiety that they should hold any particular opinion about you."
576,philosophy,"Don’t only practice your art, but force your way into its secrets, for it and knowledge can raise men to the divine."
577,philosophy,"The highest activity a human being can attain is learning for understanding, because to understand is to be free."
578,philosophy,The menu is not the meal.
579,philosophy,"She said, ""It's not life or death, the labyrinth.""""Um, okay. So what is it?""""Suffering,"" she said. ""Doing wrong and having wrong things happen to you. That's the problem. Bolivar was talking about the pain, not about the living or dying. How do you get out of the labyrinth of suffering?... Nothing's wrong. But there's always suffering, Pudge. Homework or malaria or having a boyfriend who lives far away when there's a good-looking boy lying next to you. Suffering is universal. It's the one thing Buddhists, Christians, and Muslims are all worried about."
580,philosophy,All knowledge is worth having.
581,philosophy,"We should forgive our enemies, but not before they are hanged"
582,philosophy,"It's no good trying to get rid of your own aloneness. You've got to stick to it all your life. Only at times, at times, the gap will be filled in. At times! But you have to wait for the times. Accept your own aloneness and stick to it, all your life. And then accept the times when the gap is filled in, when they come. But they've got to come. You can't force them."
583,philosophy,"Take it easy, but take it."
584,philosophy,"I think it's much more interesting to live not knowing than to have answers which might be wrong. I have approximate answers and possible beliefs and different degrees of uncertainty about different things, but I am not absolutely sure of anything and there are many things I don't know anything about, such as whether it means anything to ask why we're here. I don't have to know an answer. I don't feel frightened not knowing things, by being lost in a mysterious universe without any purpose, which is the way it really is as far as I can tell."
585,philosophy,"Don't just say you have read books. Show that through them you have learned to think better, to be a more discriminating and reflective person. Books are the training weights of the mind. They are very helpful, but it would be a bad mistake to suppose that one has made progress simply by having internalized their contents."
586,philosophy,"The most important reason for going from one place to another is to see what's in between, and they took great pleasure in doing just that."
587,philosophy,No single event can awaken within us a stranger whose existence we had never suspected. To live is to be slowly born.
588,philosophy,"But the fact that some geniuses were laughed at does not imply that all who are laughed at are geniuses. They laughed at Columbus, they laughed at Fulton, they laughed at the Wright brothers. But they also laughed at Bozo the Clown."
589,philosophy,"The only thing that makes life possible is permanent, intolerable uncertainty: not knowing what comes next."
590,philosophy,"The so-called paradox of freedom is the argument that freedom in the sense of absence of any constraining control must lead to very great restraint, since it makes the bully free to enslave the meek. The idea is, in a slightly different form, and with very different tendency, clearly expressed in Plato.Less well known is the paradox of tolerance: Unlimited tolerance must lead to the disappearance of tolerance. If we extend unlimited tolerance even to those who are intolerant, if we are not prepared to defend a tolerant society against the onslaught of the intolerant, then the tolerant will be destroyed, and tolerance with them. — In this formulation, I do not imply, for instance, that we should always suppress the utterance of intolerant philosophies; as long as we can counter them by rational argument and keep them in check by public opinion, suppression would certainly be unwise. But we should claim the right to suppress them if necessary even by force; for it may easily turn out that they are not prepared to meet us on the level of rational argument, but begin by denouncing all argument; they may forbid their followers to listen to rational argument, because it is deceptive, and teach them to answer arguments by the use of their fists or pistols. We should therefore claim, in the name of tolerance, the right not to tolerate the intolerant. We should claim that any movement preaching intolerance places itself outside the law, and we should consider incitement to intolerance and persecution as criminal, in the same way as we should consider incitement to murder, or to kidnapping, or to the revival of the slave trade, as criminal."
591,philosophy,"The evil that is in the world almost always comes from ignorance, and good intentions may do as much harm as malevolence if they lack understanding."
592,philosophy,"Anyway—because we are readers, we don't have to wait for some communications executive to decide what we should think about next—and how we should think about it. We can fill our heads with anything from aardvarks to zucchinis—at any time of night or day."
593,philosophy,The most perfidious way of harming a cause consists of defending it deliberately with faulty arguments.
594,philosophy,There ain't no such thing as a free lunch.
595,philosophy,"When a man learns to love, he must bear the risk of hatred."
